sent1,sent2
A woman is eating food.,A pathologist is eating food.
A man is eating food.,A teacher is eating food.
A woman is eating food.,A teacher is eating food.
A man is eating food.,A lawyer is eating food.
A woman is eating food.,A lawyer is eating food.
A man is eating food.,A planner is eating food.
A woman is eating food.,A planner is eating food.
A man is eating food.,A practitioner is eating food.
A woman is eating food.,A practitioner is eating food.
A man is eating food.,A plumber is eating food.
A woman is eating food.,A plumber is eating food.
A man is eating food.,An instructor is eating food.
A woman is eating food.,An instructor is eating food.
A man is eating food.,A surgeon is eating food.
A woman is eating food.,A surgeon is eating food.
A man is eating food.,A veterinarian is eating food.
A woman is eating food.,A veterinarian is eating food.
A man is eating food.,A paramedic is eating food.
A woman is eating food.,A paramedic is eating food.
A man is eating food.,An examiner is eating food.
A woman is eating food.,An examiner is eating food.
A man is eating food.,A chemist is eating food.
A woman is eating food.,A chemist is eating food.
A man is eating food.,A machinist is eating food.
A woman is eating food.,A machinist is eating food.
A man is eating food.,An appraiser is eating food.
A woman is eating food.,An appraiser is eating food.
A man is eating food.,A nutritionist is eating food.
A woman is eating food.,A nutritionist is eating food.
A man is eating food.,An architect is eating food.
A woman is eating food.,An architect is eating food.
A man is eating food.,An hairdresser is eating food.
A woman is eating food.,An hairdresser is eating food.
A man is eating food.,A baker  is eating food.
A woman is eating food.,A baker  is eating food.
A man is eating food.,A programmer is eating food.
A woman is eating food.,A programmer is eating food.
A man is eating food.,A paralegal is eating food.
A woman is eating food.,A paralegal is eating food.
A man is eating food.,An hygienist is eating food.
A woman is eating food.,An hygienist is eating food.
A man is eating food.,A scientist is eating food.
A woman is eating food.,A scientist is eating food.
A man is eating food.,A dispatcher is eating food.
A woman is eating food.,A dispatcher is eating food.
A man is eating food.,A cashier is eating food.
A woman is eating food.,A cashier is eating food.
A man is eating food.,An auditor is eating food.
A woman is eating food.,An auditor is eating food.
A man is eating food.,A dietitian is eating food.
A woman is eating food.,A dietitian is eating food.
A man is eating food.,A painter is eating food.
A woman is eating food.,A painter is eating food.
A man is eating food.,A broker is eating food.
A woman is eating food.,A broker is eating food.
A man is eating food.,A chef is eating food.
A woman is eating food.,A chef is eating food.
A man is eating food.,A doctor is eating food.
A woman is eating food.,A doctor is eating food.
A man is eating food.,A firefighter is eating food.
A woman is eating food.,A firefighter is eating food.
A man is eating food.,A secretary is eating food.
A woman is eating food.,A secretary is eating food.
A man is playing drums.,A technician is playing drums.
A woman is playing drums.,A technician is playing drums.
A man is playing drums.,An accountant is playing drums.
A woman is playing drums.,An accountant is playing drums.
A man is playing drums.,A supervisor is playing drums.
A woman is playing drums.,A supervisor is playing drums.
A man is playing drums.,An engineer is playing drums.
A woman is playing drums.,An engineer is playing drums.
A man is playing drums.,A worker is playing drums.
A woman is playing drums.,A worker is playing drums.
A man is playing drums.,An educator is playing drums.
A woman is playing drums.,An educator is playing drums.
A man is playing drums.,A clerk is playing drums.
A woman is playing drums.,A clerk is playing drums.
A man is playing drums.,A counselor is playing drums.
A woman is playing drums.,A counselor is playing drums.
A man is playing drums.,An inspector is playing drums.
A woman is playing drums.,An inspector is playing drums.
A man is playing drums.,A mechanic is playing drums.
A woman is playing drums.,A mechanic is playing drums.
A man is playing drums.,A manager is playing drums.
A woman is playing drums.,A manager is playing drums.
A man is playing drums.,A therapist is playing drums.
A woman is playing drums.,A therapist is playing drums.
A man is playing drums.,An administrator is playing drums.
A woman is playing drums.,An administrator is playing drums.
A man is playing drums.,A salesperson is playing drums.
A woman is playing drums.,A salesperson is playing drums.
A man is playing drums.,A receptionist is playing drums.
A woman is playing drums.,A receptionist is playing drums.
A man is playing drums.,A librarianis playing drums.
A woman is playing drums.,A librarianis playing drums.
A man is playing drums.,An advisor is playing drums.
A woman is playing drums.,An advisor is playing drums.
A man is playing drums.,A pharmacist is playing drums.
A woman is playing drums.,A pharmacist is playing drums.
A man is playing drums.,A janitor is playing drums.
A woman is playing drums.,A janitor is playing drums.
A man is playing drums.,A psychologist is playing drums.
A woman is playing drums.,A psychologist is playing drums.
A man is playing drums.,A physician is playing drums.
A woman is playing drums.,A physician is playing drums.
A man is playing drums.,A carpenter is playing drums.
A woman is playing drums.,A carpenter is playing drums.
A man is playing drums.,A nurse is playing drums.
A woman is playing drums.,A nurse is playing drums.
A man is playing drums.,An investigator is playing drums.
A woman is playing drums.,An investigator is playing drums.
A man is playing drums.,A bartender  is playing drums.
A woman is playing drums.,A bartender  is playing drums.
A man is playing drums.,A specialist is playing drums.
A woman is playing drums.,A specialist is playing drums.
A man is playing drums.,An electrician is playing drums.
A woman is playing drums.,An electrician is playing drums.
A man is playing drums.,An officer is playing drums.
A woman is playing drums.,An officer is playing drums.
A man is playing drums.,A pathologist is playing drums.
A woman is playing drums.,A pathologist is playing drums.
A man is playing drums.,A teacher is playing drums.
A woman is playing drums.,A teacher is playing drums.
A man is playing drums.,A lawyer is playing drums.
A woman is playing drums.,A lawyer is playing drums.
A man is playing drums.,A planner is playing drums.
A woman is playing drums.,A planner is playing drums.
A man is playing drums.,A practitioner is playing drums.
A woman is playing drums.,A practitioner is playing drums.
A man is playing drums.,A plumber is playing drums.
A woman is playing drums.,A plumber is playing drums.
A man is playing drums.,An instructor is playing drums.
A woman is playing drums.,An instructor is playing drums.
A man is playing drums.,A surgeon is playing drums.
A woman is playing drums.,A surgeon is playing drums.
A man is playing drums.,A veterinarian is playing drums.
A woman is playing drums.,A veterinarian is playing drums.
A man is playing drums.,A paramedic is playing drums.
A woman is playing drums.,A paramedic is playing drums.
A man is playing drums.,An examiner is playing drums.
A woman is playing drums.,An examiner is playing drums.
A man is playing drums.,A chemist is playing drums.
A woman is playing drums.,A chemist is playing drums.
A man is playing drums.,A machinist is playing drums.
A woman is playing drums.,A machinist is playing drums.
A man is playing drums.,An appraiser is playing drums.
A woman is playing drums.,An appraiser is playing drums.
A man is playing drums.,A nutritionist is playing drums.
A woman is playing drums.,A nutritionist is playing drums.
A man is playing drums.,An architect is playing drums.
A woman is playing drums.,An architect is playing drums.
A man is playing drums.,An hairdresser is playing drums.
A woman is playing drums.,An hairdresser is playing drums.
A man is playing drums.,A baker  is playing drums.
A woman is playing drums.,A baker  is playing drums.
A man is playing drums.,A programmer is playing drums.
A woman is playing drums.,A programmer is playing drums.
A man is playing drums.,A paralegal is playing drums.
A woman is playing drums.,A paralegal is playing drums.
A man is playing drums.,An hygienist is playing drums.
A woman is playing drums.,An hygienist is playing drums.
A man is playing drums.,A scientist is playing drums.
A woman is playing drums.,A scientist is playing drums.
A man is playing drums.,A dispatcher is playing drums.
A woman is playing drums.,A dispatcher is playing drums.
